         1247635 function calls (1225710 primitive calls) in 1.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/polynomial/laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/parser/_parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/array_algos/transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexes/extension.py:138(ExtensionIndex)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/PIL/PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/scale.py:261(LogScale)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/pfline/classes.py:335(NestedVolumePfLine)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/period.py:103(_field_accessor)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/apply.py:100(Apply)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/groupby/indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/json/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/babel/numbers.py:1071(NumberPattern)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:838(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/packaging/version.py:76(__lt__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/gridspec.py:531(SubplotSpec)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/message.py:588(get_content_maintype)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/definitions.py:313(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/contextlib.py:404(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/random.py:778(SystemRandom)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/locale.py:469(_parse_localename)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexers/objects.py:285(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/_vendor/flexcache.py:399(DiskCacheByHash)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/extendpandas.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/lib/index_tricks.py:320(__init__)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/zoneinfo/_tzpath.py:5(reset_tzpath)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/tz/tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexers/objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:56(CParserWrapper)
        1    0.000    0.000    0.006    0.006 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:2012(_after_init)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:2379(Token)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/axes/_base.py:554(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/axis.py:32(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:451(define)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/_policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/_policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_api/__init__.py:209(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/tz/_common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/methods/selectn.py:40(SelectN)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/cffi/model.py:264(__init__)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:771(getenv)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_internal.py:249(_ctypes)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/_config/config.py:596(_get_root)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1576(EABackedBlock)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/formats/format.py:200(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/systems.py:29(GroupDefinition)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/packaging/version.py:67(_BaseVersion)
        8    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/tools/peakperiod.py:61(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/PIL/ExifTags.py:359(LightSource)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/transforms.py:1763(AffineBase)
       16    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:79(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/tz/tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/window/ewm.py:850(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexes/accessors.py:49(Properties)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/computation/ops.py:596(MathCall)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:2743(Word)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/style/core.py:238(reload_library)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/mpl_toolkits/mplot3d/axis3d.py:732(XAxis)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:2047(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/_version.py:38(get_config)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/selectors.py:67(__len__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_pytesttester.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/__future__.py:83(__init__)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:846(__init__)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/generic.py:11882(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/internals/array_manager.py:1317(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:411(PercentStyle)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:1448(warning)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/parser.py:147(Parser)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/_vendor/flexcache.py:414(DiskCacheByMTime)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/cbook.py:815(Grouper)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:543(validate_bbox)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/ticker.py:815(LogFormatter)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/cm.py:83(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/widgets.py:1949(Cursor)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/visualize/plot.py:79(decorator)
        1    0.000    0.000    0.003    0.003 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/parsers/__init__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/unicode.py:9(__init__)
       19    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/definitions.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/pfline/classes.py:240(PricePfLine)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/tz/tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/computation/expr.py:779(Expr)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/json/_json.py:1075(Parser)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/holidays/calendars/custom.py:25(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:799(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:1413(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/transforms.py:1276(Transform)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/colorama/initialise.py:9(_wipe_internal_state_for_tests)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/patches.py:1922(Arc)
